uniprot,ena,,
A0A2P1DVB2,AVK72330.1,,
A0A2P1DVD1,AVK72341.1,,
A0A2P4S4G2,POI19000.1,,
A0A2P4TCD5,POI34024.1,,
A0A2P5CTF6,PON64307.1,,
A0A2S2PZA1,MBY70733.1,,
A0A2U9BUF9,AWP07877.1,,
A0A310S9L3,OAD55360.1,,
A0A315VA97,PWA18988.1,,
A0A315VN79,PWA24585.1,,
A0A315VRQ5,PWA25809.1,,
A0A315VV83,PWA27277.1,,
A0A315VZ77,PWA28759.1,,
A0A315W0X4,PWA29569.1,,
A0A315W2X5,PWA30334.1,,
A0A315WM09,PWA31389.1,,
A0A330IYI6,SIW59163.1,,
A0A346HVH1,AXP07331.1,,
A0A3L8SR00,RLW06407.1,,
A0A3L8SU98,RLW07873.1,,
A0A3L8SVS4,RLW09888.1,,
A0A3M0K5K0,RMC06350.1,,
A0A3M7QSM2,RNA14061.1,,
A0A3N0XCG2,ROI15054.1,,
A0A3N0Y8U9,ROL42652.1,,
A0A3N0YIX9,ROL46192.1,,
A0A3P6T009,VDK81006.1,,
A0A3P7YZM3,VDO76817.1,,
A0A3P7ZL30,VDO91049.1,,
A0A3P8B381,VDO67165.1,,
A0A3P8EES8,VDP10549.1,,
A0A3R7PF59,ROT64271.1,,
A0A3S2LVH9,RVE54669.1,,
A0A3S2N5F3,RVE74480.1,,
A0A3S2PWI9,RVE71685.1,,
A0A3S5CKV3,VEL16719.1,,
A0A401NGH8,GCB59975.1,,
A0A401P1U1,GCB67070.1,,
A0A401PDW2,GCB71313.1,,
A0A401PE44,GCB71394.1,,
A0A401PM84,GCB74254.1,,
A0A401RWD1,GCC22460.1,,
A0A401S5Y0,GCC25787.1,,
A0A401SB58,GCC27645.1,,
A0A401SJ31,GCC30401.1,,
A0A401SR20,GCC32812.1,,
A0A411DWS5,QBA29946.1,,
A0A411DWV9,QBA29947.1,,
A0A411DWV9,QBA29948.1,,
A0A411DWX3,QBA29938.1,,
A0A437BSM6,RVE53488.1,,
A0A437BW09,RVE54668.1,,
A0A437C848,RVE58899.1,,
A0A437D957,RVE71271.1,,
A0A443R7G3,RWS11208.1,,
A0A443R7G3,RWS11210.1,,
A0A444UMS6,RXM36500.1,,
A0A444V147,RXM94120.1,,
A0A444V2P8,RXM94638.1,,
A0A482VGK8,RZC31874.1,,
A0A482WDZ0,RZF31853.1,,
A0A484D033,TDH08561.1,,
A0A484DNV9,TDH17023.1,,
A0A485NII4,VFV32407.1,,
A0A485NK04,VFV32408.1,,
A0A485PDK6,VFV42867.1,,
A0A498LGD5,RXN07250.1,,
A0A498S3J4,VBB26066.1,,
A0A4C1UYS0,GBP31379.1,,
A0A4D9EG08,TFK10221.1,,
A0A4D9ESV0,TFK11283.1,,
A0A4D9F6T2,TFK15142.1,,
A0A4D9FCV6,TFK15264.1,,
A0A4S2L683,TGZ57746.1,,
A0A4U1EZY9,TKC41806.1,,
A0A4U5VIA9,TKS87839.1,,
A0A4Y2E3J1,GBM23720.1,,
A0A4Y2EBB0,GBM26463.1,,
A0A4Z2BF71,TNM91051.1,,
A0A4Z2BW31,TNM96192.1,,
A0A4Z2C7Z0,TNN00274.1,,
A0A4Z2FKG0,TNN41639.1,,
A0A4Z2IVY6,TNN81991.1,,
A0A4Z2J9E2,TNN86657.1,,
A0A553MQR3,TRY55520.1,,
A0A553NQP9,TRY67772.1,,
A0A553NQR0,TRY67771.1,,
A0A553NWT5,TRY69893.1,,
A0A553QRA5,TRY92288.1,,
A0A553R872,TRY98377.1,,
A0A553RMB5,TRZ03327.1,,
A0A556TWS4,TSK98503.1,,
A0A556TXI9,TSL04406.1,,
A0A556UG86,TSP09083.1,,
A0A556VUL7,TTR52329.1,,
A0A5A9N3H2,KAA0704574.1,,
A0A5A9NYH4,KAA0714880.1,,
A0A5A9PFU3,KAA0719829.1,,
A0A5A9PH31,KAA0720279.1,,
A0A5A9PQ11,KAA0723231.1,,
A0A5C6P8B7,TWW76054.1,,
A0A5C6PCF1,TWW75930.1,,
A0A5E4BBP5,KAF7469426.1,,
A0A5E4BBP5,VTJ66309.1,,
A0A5E4CA51,KAF7476554.1,,
A0A5E4CA51,VTJ78605.1,,
A0A5E4MMU4,VVC31680.1,,
A0A5E4R0N0,VVD02727.1,,
A0A5J5CJE3,KAA8580843.1,,
A0A5J5D5K9,KAA8590008.1,,
A0A5J5DAE8,KAA8590464.1,,
A0A5N3UP79,KAB0338376.1,,
A0A5N3UWW3,KAB0341239.1,,
A0A5N3VFH6,KAB0347854.1,,
A0A5N3W8E8,KAB0357724.1,,
A0A5N3XDZ1,KAB0372319.1,,
A0A5N3XV51,KAB0377701.1,,
A0A5N4C128,KAB1252384.1,,
A0A5N4DNB8,KAB1272414.1,,
A0A5N5M0V7,KAB5548729.1,,
A0A5N5MVI8,KAB5558778.1,,
A0A643BTL0,KAB0391244.1,,
A0A653BZD4,VEN40988.1,,
A0A653DW95,VEN64397.1,,
A0A662YYN1,RXN01718.1,,
A0A6A4JYM5,KAF6213469.1,,
A0A6A4S537,KAF0028177.1,,
A0A6A4TAY9,KAF0043153.1,,
A0A6A4VF07,KAF0288081.1,,
A0A6B0RYP4,MXQ94905.1,,
A0A6B0SAF2,MXQ98485.1,,
A0A6B2LJU6,NDV37303.1,,
A0A6B2LNZ6,NDV38441.1,,
A0A6D2Y2Q5,PNI46783.1,,
A0A6F8ZQ19,CAB1313452.1,,
A0A6F8ZXH5,CAB1316050.1,,
A0A6F9AGA3,CAB1322776.1,,
A0A6F9AL39,CAB1324496.1,,
A0A6F9BAU0,CAB1333057.1,,
A0A6F9BKU1,CAB1336989.1,,
A0A6F9CM61,CAB1349935.1,,
A0A6G0IGP7,KAE8290689.1,,
A0A6G0IH01,KAE8290607.1,,
A0A6G0IY33,KAE8296146.1,,
A0A6G0YP56,KAF0759286.1,,
A0A6G1AJS4,KAF0875941.1,,
A0A6G1P8B6,KAF3686487.1,,
A0A6G1PEL2,KAF3688677.1,,
A0A6G1QLT7,KAF3703515.1,,
A0A6G1QUK5,KAF3706167.1,,
A0A6G1R110,KAF3708273.1,,
A0A6H5IYA8,CAB0042547.1,,
A0A6H5J5G2,CAB0044735.1,,
A0A6H5J667,CAB0045284.1,,
A0A6J2LRA0,KAF6108346.1,,
A0A6J2MF71,KAF6090013.1,,
A0A6J2NDR5,KAF6117305.1,,
A0A6J8BRJ0,CAC5386146.1,,
A0A6J8DGF8,CAC5406757.1,,
A0A6J8DYR4,CAC5413227.1,,
A0A6L5D3Q5,KAF4526995.1,,
A0A6S7G807,CAB3986913.1,,
A0A6S7G807,VZG03504.1,,
A0A6S7GQM2,CAB3986911.1,,
A0A6S7GQM2,VZG03502.1,,
A0A7D9DKC7,CAB3986912.1,,
A0A7D9DKC7,VZG03503.1,,
A0A7D9EFU6,CAB4009029.1,,
A0A7D9EFU6,VZG26103.1,,
A0A7G3B0D9,MBC1177930.1,,
A0A7I8W9L0,CAD5124797.1,,
A0A7I8WD33,CAD5126101.1,,
A0A7J5X6S6,KAF3832696.1,,
A0A7J6A123,KAF4075647.1,,
A0A7J6A324,KAF4077262.1,,
A0A7J6BN31,KAF4095813.1,,
A0A7J6BQQ0,KAF4097320.1,,
A0A7J6BVN7,KAF4098375.1,,
A0A7J6C2E6,KAF4101458.1,,
A0A7J6C2K8,KAF4101281.1,,
A0A7J6CV67,KAF4111218.1,,
A0A7J6ZKU1,KAF5280895.1,,
A0A7J6ZML4,KAF5282609.1,,
A0A7J6ZWR1,KAF5285461.1,,
A0A7J7BB81,KAF5303036.1,,
A0A7J7BN23,KAF5306662.1,,
A0A7J7ELJ7,KAF5916296.1,,
A0A7J7JEH9,KAF6024525.1,,
A0A7J7RN34,KAF6277355.1,,
A0A7J8G705,KAF6455727.1,,
A0A7J8G790,KAF6455728.1,,
A0A7K4IV13,NWH56780.1,,
A0A7K4IZH1,NWH58451.1,,
A0A7K4J877,NWH61247.1,,
A0A7K4KSI1,NWI18628.1,,
A0A7K4KUA8,NWI19258.1,,
A0A7K4LPD7,NWJ06546.1,,
A0A7K4M2U4,NWJ11284.1,,
A0A7K4QNV9,NWQ62697.1,,
A0A7K4R7T4,NWQ69446.1,,
A0A7K4R816,NWQ69524.1,,
A0A7K4RBW0,NWQ70843.1,,
A0A7K4RG94,NWQ72117.1,,
A0A7K4RUZ0,NWQ76689.1,,
A0A7K4RVS5,NWQ77077.1,,
A0A7K4SDR6,NWQ83954.1,,
A0A7K4SHE8,NWQ85246.1,,
A0A7K4T0L8,NWQ91396.1,,
A0A7K4TD39,NWQ96034.1,,
A0A7K4TDL0,NWQ96143.1,,
A0A7K4TYX1,NWR03135.1,,
A0A7K4UKW8,NWR10665.1,,
A0A7K4UNC5,NWR11260.1,,
A0A7K4UUT8,NWR13785.1,,
A0A7K4VAC7,NWR19434.1,,
A0A7K4VK65,NWR22866.1,,
A0A7K4VYA7,NWR27427.1,,
A0A7K4W6C3,NWR29328.1,,
A0A7K4W8H3,NWR30745.1,,
A0A7K4WKV3,NWR34993.1,,
A0A7K4WV44,NWR38424.1,,
A0A7K4XE81,NWR44810.1,,
A0A7K4XZG5,NWR52156.1,,
A0A7K4XZU9,NWR52292.1,,
A0A7K4YE02,NWR57277.1,,
A0A7K4YII6,NWR58891.1,,
A0A7K4YLH7,NWR59704.1,,
A0A7K4YV25,NWR62955.1,,
A0A7K4Z1K3,NWR65202.1,,
A0A7K4ZMR6,NWR72715.1,,
A0A7K4ZST5,NWR74359.1,,
A0A7K4ZU90,NWR74996.1,,
A0A7K5ADQ1,NWR81337.1,,
A0A7K5AI09,NWR83363.1,,
A0A7K5AT15,NWR86903.1,,
A0A7K5B167,NWR89439.1,,
A0A7K5BCD5,NWR93420.1,,
A0A7K5BGM5,NWR95181.1,,
A0A7K5BW34,NWS00226.1,,
A0A7K5CAN3,NWS05094.1,,
A0A7K5DCG3,NWS18171.1,,
A0A7K5DGF4,NWS19254.1,,
A0A7K5DHT8,NWS19997.1,,
A0A7K5DPQ7,NWS22428.1,,
A0A7K5DT09,NWS23582.1,,
A0A7K5EIE8,NWS31705.1,,
A0A7K5ES45,NWS35089.1,,
A0A7K5EXA4,NWS37258.1,,
A0A7K5EZF7,NWS37335.1,,
A0A7K5FMV7,NWS46221.1,,
A0A7K5FQK6,NWS46595.1,,
A0A7K5FU03,NWS48310.1,,
A0A7K5GGS9,NWS56238.1,,
A0A7K5GY17,NWS61906.1,,
A0A7K5HDR1,NWS67491.1,,
A0A7K5HFD4,NWS68027.1,,
A0A7K5I620,NWS77117.1,,
A0A7K5ID57,NWS79485.1,,
A0A7K5J243,NWS87949.1,,
A0A7K5J7Z3,NWS90027.1,,
A0A7K5JN40,NWS95347.1,,
A0A7K5JQ91,NWS95432.1,,
A0A7K5JVR8,NWS98009.1,,
A0A7K5K4J6,NWT01119.1,,
A0A7K5KPG1,NWT08109.1,,
A0A7K5KUV7,NWT10010.1,,
A0A7K5L3R9,NWT13150.1,,
A0A7K5L6R1,NWT13434.1,,
A0A7K5LYE8,NWT23466.1,,
A0A7K5M1W9,NWT23964.1,,
A0A7K5MQH2,NWT32493.1,,
A0A7K5N4A9,NWT37705.1,,
A0A7K5NBB6,NWT40012.1,,
A0A7K5NTB0,NWT46410.1,,
A0A7K5NW60,NWT47181.1,,
A0A7K5PDZ9,NWT53217.1,,
A0A7K5PJ66,NWT54958.1,,
A0A7K5PJM1,NWT55273.1,,
A0A7K5QE71,NWT65721.1,,
A0A7K5QIR9,NWT67341.1,,
A0A7K5QU57,NWT70961.1,,
A0A7K5QWT6,NWT71947.1,,
A0A7K5S3M5,NWT86651.1,,
A0A7K5S7E3,NWT87996.1,,
A0A7K5SGZ6,NWT91366.1,,
A0A7K5SMY0,NWT93451.1,,
A0A7K5TBN1,NWU01727.1,,
A0A7K5TKI3,NWU04814.1,,
A0A7K5TV67,NWU07676.1,,
A0A7K5U0R1,NWU10207.1,,
A0A7K5URT6,NWU18571.1,,
A0A7K5VA57,NWU25750.1,,
A0A7K5VTJ7,NWU31621.1,,
A0A7K5VWM6,NWU33382.1,,
A0A7K5W2K2,NWU35482.1,,
A0A7K5WIW2,NWU40246.1,,
A0A7K5X850,NWU49418.1,,
A0A7K5XBT8,NWU49389.1,,
A0A7K5Y7W8,NWU61402.1,,
A0A7K5YX70,NWU69988.1,,
A0A7K5Z276,NWU71669.1,,
A0A7K5Z2W0,NWU72002.1,,
A0A7K5Z611,NWU73131.1,,
A0A7K5ZCV6,NWU74666.1,,
A0A7K5ZE61,NWU75843.1,,
A0A7K5ZJF3,NWU77659.1,,
A0A7K6AGA4,NWU88409.1,,
A0A7K6AT50,NWU93200.1,,
A0A7K6BDG4,NWV00401.1,,
A0A7K6BWG4,NWV06743.1,,
A0A7K6C6H8,NWV10224.1,,
A0A7K6CIA7,NWV13538.1,,
A0A7K6CMM8,NWV14952.1,,
A0A7K6D2C7,NWV20943.1,,
A0A7K6DEQ1,NWV24745.1,,
A0A7K6DVY4,NWV30012.1,,
A0A7K6E1P3,NWV32497.1,,
A0A7K6E7C6,NWV34258.1,,
A0A7K6EA22,NWV35850.1,,
A0A7K6EAH7,NWV35305.1,,
A0A7K6EJT9,NWV39411.1,,
A0A7K6F1X6,NWV45440.1,,
A0A7K6FK01,NWV51197.1,,
A0A7K6GNJ3,NWV64890.1,,
A0A7K6GQ09,NWV65258.1,,
A0A7K6GUK5,NWV66878.1,,
A0A7K6H4T3,NWV70615.1,,
A0A7K6HII8,NWV75449.1,,
A0A7K6HJJ2,NWV75850.1,,
A0A7K6HWW1,NWV80206.1,,
A0A7K6I610,NWV83459.1,,
A0A7K6IHJ4,NWV87470.1,,
A0A7K6J1I9,NWV93491.1,,
A0A7K6JPD7,NWW01808.1,,
A0A7K6JSB6,NWW02868.1,,
A0A7K6KHR7,NWW12156.1,,
A0A7K6KXS6,NWW17421.1,,
A0A7K6LND1,NWW26049.1,,
A0A7K6LVN1,NWW28375.1,,
A0A7K6M002,NWW30407.1,,
A0A7K6M1B4,NWW30971.1,,
A0A7K6MNN7,NWW38325.1,,
A0A7K6MQQ3,NWW38754.1,,
A0A7K6MV87,NWW40348.1,,
A0A7K6NGS9,NWW48456.1,,
A0A7K6NWG3,NWW53387.1,,
A0A7K6PX67,NWW66042.1,,
A0A7K6Q722,NWW69344.1,,
A0A7K6Q8G1,NWW69824.1,,
A0A7K6QHE8,NWW73172.1,,
A0A7K6QJL6,NWW73940.1,,
A0A7K6R4V3,NWW80569.1,,
A0A7K6R600,NWW81228.1,,
A0A7K6RJP3,NWW86246.1,,
A0A7K6RKJ3,NWW86562.1,,
A0A7K6RX08,NWW90461.1,,
A0A7K6SJP9,NWW98114.1,,
A0A7K6SJY1,NWW98623.1,,
A0A7K6SS11,NWX00356.1,,
A0A7K6SZ18,NWX03149.1,,
A0A7K6T8U0,NWX07092.1,,
A0A7K6TU05,NWX14114.1,,
A0A7K6U7U3,NWX18883.1,,
A0A7K6UDN0,NWX20290.1,,
A0A7K6UT01,NWX25937.1,,
A0A7K6V2D5,NWX28819.1,,
A0A7K6VSP1,NWX37075.1,,
A0A7K6W8Y9,NWX43128.1,,
A0A7K6WCI1,NWX45044.1,,
A0A7K6WG29,NWX46341.1,,
A0A7K6WJQ9,NWX47627.1,,
A0A7K6X183,NWX53048.1,,
A0A7K6XAR1,NWX56357.1,,
A0A7K6XT89,NWX62554.1,,
A0A7K6XY77,NWX64251.1,,
A0A7K6ZLZ6,NWX84773.1,,
A0A7K6ZVT6,NWX87868.1,,
A0A7K7A8C9,NWX92203.1,,
A0A7K7BKX4,NWY08717.1,,
A0A7K7CG98,NWY19706.1,,
A0A7K7CIJ7,NWY20555.1,,
A0A7K7CRX8,NWY23509.1,,
A0A7K7D0P9,NWY25690.1,,
A0A7K7DKP8,NWY32850.1,,
A0A7K7DXX8,NWY37478.1,,
A0A7K7EDK0,NWY43315.1,,
A0A7K7EDK9,NWY42988.1,,
A0A7K7EEN5,NWY43644.1,,
A0A7K7FE62,NWY55594.1,,
A0A7K7FLV8,NWY58211.1,,
A0A7K7GAH8,NWY66544.1,,
A0A7K7GQS8,NWY71962.1,,
A0A7K7GWX7,NWY74207.1,,
A0A7K7IR61,NWY96576.1,,
A0A7K7IST7,NWY97319.1,,
A0A7K7J4F2,NWZ01400.1,,
A0A7K7JB42,NWZ03654.1,,
A0A7K7JD67,NWZ04403.1,,
A0A7K7JSA7,NWZ09225.1,,
A0A7K7KMD1,NWZ19687.1,,
A0A7K7L1L1,NWZ24737.1,,
A0A7K7L636,NWZ26126.1,,
A0A7K7L973,NWZ26939.1,,
A0A7K7LZL6,NWZ36085.1,,
A0A7K7M1I8,NWZ36736.1,,
A0A7K7M5V7,NWZ38681.1,,
A0A7K7M8V4,NWZ39717.1,,
A0A7K7MT77,NWZ46113.1,,
A0A7K7N5L6,NWZ50784.1,,
A0A7K7N7C7,NWZ51470.1,,
A0A7K7N7I7,NWZ51143.1,,
A0A7K7N7X2,NWZ51671.1,,
A0A7K7NNQ3,NWZ56952.1,,
A0A7K7P3A5,NWZ62119.1,,
A0A7K7PFH6,NWZ66388.1,,
A0A7K7PL23,NWZ68338.1,,
A0A7K7PZQ8,NWZ73144.1,,
A0A7K7QAB3,NWZ76081.1,,
A0A7K7QL86,NWZ79961.1,,
A0A7K7R0M9,NWZ85726.1,,
A0A7K7RMR2,NWZ93133.1,,
A0A7K7RNY2,NWZ93956.1,,
A0A7K7RYD6,NWZ97282.1,,
A0A7K7S7R4,NXA00456.1,,
A0A7K7S8I8,NXA00032.1,,
A0A7K7SQ96,NXA05964.1,,
A0A7K7SX33,NXA08806.1,,
A0A7K7TBY9,NXA14390.1,,
A0A7K7TN18,NXA18290.1,,
A0A7K7U0N9,NXA22705.1,,
A0A7K7ULZ1,NXA30175.1,,
A0A7K7V6H1,NXA36945.1,,
A0A7K7VN30,NXA42657.1,,
A0A7K7VU81,NXA44558.1,,
A0A7K7WTX4,NXA56674.1,,
A0A7K7X442,NXA60366.1,,
A0A7K7XIJ1,NXA65273.1,,
A0A7K7XYJ3,NXA70671.1,,
A0A7K7YQZ5,NXA79618.1,,
A0A7K7Z0N3,NXA83593.1,,
A0A7K7ZND3,NXA91862.1,,
A0A7K7ZYF8,NXA93911.1,,
A0A7K8A6F9,NXA97689.1,,
A0A7K8AGQ2,NXB01875.1,,
A0A7K8B5E4,NXB10206.1,,
A0A7K8BBB0,NXB11299.1,,
A0A7K8BC89,NXB12591.1,,
A0A7K8BZM3,NXB19768.1,,
A0A7K8C077,NXB20505.1,,
A0A7K8CKJ3,NXB27654.1,,
A0A7K8ED97,NXB48830.1,,
A0A7K8EIC2,NXB51253.1,,
A0A7K8ELI8,NXB51858.1,,
A0A7K8EZV5,NXB56800.1,,
A0A7K8F1W3,NXB57540.1,,
A0A7K8F559,NXB58611.1,,
A0A7K8FWR9,NXB67997.1,,
A0A7K8FXC5,NXB68227.1,,
A0A7K8GK11,NXC04646.1,,
A0A7K8H4B1,NXC11522.1,,
A0A7K8H6F3,NXC11390.1,,
A0A7K8HGQ1,NXC55542.1,,
A0A7K8HTS5,NXC59624.1,,
A0A7K8HXZ9,NXC60886.1,,
A0A7K8IBR8,NXD89856.1,,
A0A7K8IJA8,NXD90844.1,,
A0A7K8ITU4,NXD96016.1,,
A0A7K8JID0,NXE02605.1,,
A0A7K8JP32,NXE04284.1,,
A0A7K8K6T4,NXE12769.1,,
A0A7K8K926,NXE13579.1,,
A0A7K8K9U5,NXE13550.1,,
A0A7K8KE40,NXE14672.1,,
A0A7K8KPP7,NXE18996.1,,
A0A7K8KQG0,NXE19309.1,,
A0A7K8KZY6,NXE22648.1,,
A0A7K8LUW9,NXE32879.1,,
A0A7K8M0Y0,NXE34892.1,,
A0A7K8MCD7,NXE38989.1,,
A0A7K8MP84,NXE43119.1,,
A0A7K8NC08,NXE50501.1,,
A0A7K8NT09,NXE56480.1,,
A0A7K8PR90,NXE81408.1,,
A0A7K8PUI9,NXE83075.1,,
A0A7K8PYF3,NXE84435.1,,
A0A7K8QFY6,NXF03798.1,,
A0A7K8QLL7,NXF05506.1,,
A0A7K8QTN1,NXF08981.1,,
A0A7K8R0X6,NXF11533.1,,
A0A7K8RFR5,NXF16597.1,,
A0A7K8RFY6,NXF15796.1,,
A0A7K8SZP8,NXF35585.1,,
A0A7K8T9D8,NXF38458.1,,
